ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
HG03124 HG03517 7 24.011 1 ESN AFR 2 ESN AFR
HG03126 HG03114 24 69.617 2 ESN AFR 2 ESN AFR
HG03127 HG03157 14 40.335 1 ESN AFR 1 ESN AFR
HG03129 HG03114 4 11.952 2 ESN AFR 2 ESN AFR
HG03130 HG03100 10 32.204 1 ESN AFR 1 ESN AFR
HG03132 HG03196 5 16.156 2 ESN AFR 1 ESN AFR
HG03133 HG03280 19 73.042 1 ESN AFR 1 ESN AFR
HG03135 HG03195 4 14.245 2 ESN AFR 2 ESN AFR
HG03136 HG03117 8 24.349 1 ESN AFR 2 ESN AFR
HG03139 HG03297 4 15.155 1 ESN AFR 2 ESN AFR
HG03157 HG03127 14 40.335 1 ESN AFR 1 ESN AFR
HG03159 HG03100 4 18.351 2 ESN AFR 1 ESN AFR
HG03160 HG03099 7 17.133 1 ESN AFR 2 ESN AFR
HG03162 NA18870 7 22.513 2 ESN AFR 2 YRI AFR
HG03163 HG03307 13 39.107 1 ESN AFR 1 ESN AFR
HG03166 HG03198 23 75.069 1 ESN AFR 2 ESN AFR
HG03168 HG03121 4 11.773 2 ESN AFR 2 ESN AFR
HG03169 HG03521 20 57.517 1 ESN AFR 1 ESN AFR
HG03172 HG02851 4 10.755 1 ESN AFR 1 GWD AFR
HG03175 HG02973 29 100.031 1 ESN AFR 1 ESN AFR
HG03189 HG03313 6 22.451 2 ESN AFR 1 ESN AFR
HG03190 HG02944 30 93.24 1 ESN AFR 1 ESN AFR
HG03193 HG02938 5 15.262 1 ESN AFR 1 ESN AFR
HG03195 HG03111 8 25.515 2 ESN AFR 2 ESN AFR
HG03196 HG03132 5 16.156 1 ESN AFR 2 ESN AFR
HG03198 HG03166 23 75.069 2 ESN AFR 1 ESN AFR
HG03199 HG02977 4 13.652 1 ESN AFR 1 ESN AFR
HG03202 HG03313 7 21.005 1 ESN AFR 1 ESN AFR
HG03209 HG03514 3 9.228 1 MSL AFR 2 ESN AFR
HG03212 HG01281 5 13.726 2 MSL AFR 2 CLM AMR
HG03224 HG03574 5 11.823 1 MSL AFR 1 MSL AFR
HG03225 HG03086 3 8.511 1 MSL AFR 2 MSL AFR
HG03228 HG03229 56 195.577 1 PJL SAS 2 PJL SAS
HG03229 HG03228 56 195.577 2 PJL SAS 1 PJL SAS
HG03234 HG03235 20 54.696 1 PJL SAS 2 PJL SAS
HG03235 HG03234 20 54.696 2 PJL SAS 1 PJL SAS
HG03237 HG03767 6 16.431 1 PJL SAS 1 PJL SAS
HG03238 NA11919 5 14.451 2 PJL SAS 1 CEU EUR
HG03240 HG03241 24 79.061 1 GWD AFR 2 GWD AFR
HG03241 HG03240 24 79.061 2 GWD AFR 1 GWD AFR
HG03246 HG03247 25 71.985 1 GWD AFR 2 GWD AFR
HG03247 HG03246 25 71.985 2 GWD AFR 1 GWD AFR
HG03249 HG02721 4 10.779 1 GWD AFR 1 GWD AFR
HG03250 HG02571 8 26.971 2 GWD AFR 2 GWD AFR
HG03258 HG03259 10 27.045 1 GWD AFR 2 GWD AFR
HG03259 HG03258 10 27.045 2 GWD AFR 1 GWD AFR
HG03265 HG03301 9 22.838 1 ESN AFR 1 ESN AFR
HG03267 HG03268 5 20.516 2 ESN AFR 1 ESN AFR
HG03268 HG03271 59 173.53 1 ESN AFR 1 ESN AFR
HG03270 HG03313 7 26.344 2 ESN AFR 1 ESN AFR
HG03271 HG03268 59 173.53 1 ESN AFR 1 ESN AFR
HG03279 HG03313 9 26.998 2 ESN AFR 1 ESN AFR
HG03280 HG03133 19 73.042 1 ESN AFR 1 ESN AFR
HG03291 HG03280 14 37.322 2 ESN AFR 1 ESN AFR
HG03294 NA18933 3 8.542 2 ESN AFR 2 YRI AFR
HG03295 HG03169 5 11.893 1 ESN AFR 1 ESN AFR
HG03297 HG03133 10 33.962 2 ESN AFR 1 ESN AFR
HG03298 HG03370 14 45.311 1 ESN AFR 1 ESN AFR
HG03300 HG02977 27 72.449 2 ESN AFR 1 ESN AFR
HG03301 HG03372 115 358.602 1 ESN AFR 2 ESN AFR
HG03303 HG03114 3 13.045 2 ESN AFR 2 ESN AFR
HG03304 HG03120 10 30.387 1 ESN AFR 1 ESN AFR
HG03306 HG03166 7 21.419 2 ESN AFR 1 ESN AFR
HG03307 HG03163 13 39.107 1 ESN AFR 1 ESN AFR
HG03309 HG03370 18 58.8 2 ESN AFR 1 ESN AFR
HG03311 HG03300 11 31.889 1 ESN AFR 2 ESN AFR
HG03312 HG03108 2 10.092 2 ESN AFR 2 ESN AFR
HG03313 HG03163 9 27.96 1 ESN AFR 1 ESN AFR
HG03342 HG03354 22 90.801 2 ESN AFR 2 ESN AFR
HG03343 HG03352 136 445.295 1 ESN AFR 1 ESN AFR
HG03351 HG03304 7 24.204 2 ESN AFR 1 ESN AFR
HG03352 HG03343 136 445.295 1 ESN AFR 1 ESN AFR
HG03354 HG03342 22 90.801 2 ESN AFR 2 ESN AFR
HG03363 HG03351 5 19.063 2 ESN AFR 2 ESN AFR
HG03366 HG03352 87 280.994 2 ESN AFR 1 ESN AFR
HG03367 HG03109 30 97.705 1 ESN AFR 1 ESN AFR
HG03369 HG03311 7 21.656 2 ESN AFR 1 ESN AFR
HG03370 HG03300 21 59.864 1 ESN AFR 2 ESN AFR
HG03372 HG03301 115 358.602 2 ESN AFR 1 ESN AFR
HG03373 HG03133 5 19.15 1 ESN AFR 1 ESN AFR
HG03376 HG03394 9 24.178 1 MSL AFR 1 MSL AFR
HG03378 HG03484 4 10.743 2 MSL AFR 1 MSL AFR
HG03380 HG03391 10 31.147 2 MSL AFR 1 MSL AFR
HG03382 HG03045 3 8.432 1 MSL AFR 1 GWD AFR
HG03385 HG03575 4 12.335 1 MSL AFR 2 MSL AFR
HG03388 NA19904 3 9.21 1 MSL AFR 1 ASW AFR
HG03391 HG03380 10 31.147 1 MSL AFR 2 MSL AFR
HG03394 HG03376 9 24.178 1 MSL AFR 1 MSL AFR
HG03397 HG03547 3 9.828 1 MSL AFR 1 MSL AFR
HG03401 HG03578 5 13.569 2 MSL AFR 2 MSL AFR
HG03410 HG03473 4 10.522 2 MSL AFR 2 MSL AFR
HG03419 HG02860 4 12.268 2 MSL AFR 1 GWD AFR
HG03428 HG03454 42 127.486 2 MSL AFR 1 MSL AFR
HG03432 HG02107 3 7.73 1 MSL AFR 1 ACB AFR
HG03433 NA19651 2 6.582 1 MSL AFR 2 MXL AMR
HG03436 HG03388 3 8.713 1 MSL AFR 1 MSL AFR
HG03437 HG01280 4 11.5 2 MSL AFR 1 CLM AMR
HG03439 HG03452 7 22.471 1 MSL AFR 2 MSL AFR
HG03442 NA19982 3 8.872 1 MSL AFR 1 ASW AFR
HG03445 HG03452 7 19.563 1 MSL AFR 2 MSL AFR
HG03446 HG00146 4 11.671 2 MSL AFR 2 GBR EUR
HG03449 HG03484 18 47.775 2 MSL AFR 1 MSL AFR
HG03452 HG03439 7 22.471 2 MSL AFR 1 MSL AFR
HG03454 HG03457 87 263.07 1 MSL AFR 1 MSL AFR
HG03455 HG03428 34 94.371 2 MSL AFR 2 MSL AFR
HG03457 HG03454 87 263.07 1 MSL AFR 1 MSL AFR
HG03458 HG03454 27 75.114 2 MSL AFR 1 MSL AFR
HG03460 HG03563 3 10.593 1 MSL AFR 2 MSL AFR
HG03461 HG03025 3 9.329 2 MSL AFR 2 GWD AFR
HG03464 HG03484 69 205.686 2 MSL AFR 1 MSL AFR
HG03469 HG03478 76 247.092 1 MSL AFR 1 MSL AFR
HG03470 HG03571 5 12.923 2 MSL AFR 1 MSL AFR
HG03472 HG03025 4 12.431 1 MSL AFR 2 GWD AFR
HG03473 HG03410 4 10.522 2 MSL AFR 2 MSL AFR
HG03476 HG02322 5 16.937 2 MSL AFR 2 ACB AFR
HG03478 HG03484 79 251.483 1 MSL AFR 1 MSL AFR
HG03479 HG02231 6 16.23 2 MSL AFR 1 IBS EUR
HG03484 HG03478 79 251.483 1 MSL AFR 1 MSL AFR
HG03485 HG03574 3 10.199 2 MSL AFR 1 MSL AFR
HG03487 NA21110 6 17.764 1 PJL SAS 2 GIH SAS
HG03488 HG01137 5 13.892 2 PJL SAS 2 CLM AMR
HG03490 NA19723 8 24.629 1 PJL SAS 1 MXL AMR
HG03491 HG03021 15 43.474 2 PJL SAS 1 PJL SAS
HG03499 HG02977 8 27.358 2 ESN AFR 1 ESN AFR
HG03511 HG02938 4 16.062 2 ESN AFR 1 ESN AFR
HG03514 HG03099 16 44.047 2 ESN AFR 2 ESN AFR
HG03515 HG02977 12 34.23 1 ESN AFR 1 ESN AFR
HG03517 HG03124 7 24.011 2 ESN AFR 1 ESN AFR
HG03518 HG02943 7 16.459 1 ESN AFR 2 ESN AFR
HG03520 HG02759 3 8.296 2 ESN AFR 1 GWD AFR
HG03521 HG03169 20 57.517 1 ESN AFR 1 ESN AFR
HG03538 HG02667 5 14.063 1 GWD AFR 2 GWD AFR
HG03539 HG03303 2 8.033 2 GWD AFR 2 ESN AFR
HG03547 NA18508 3 10.78 1 MSL AFR 2 YRI AFR
HG03548 HG03547 4 10.475 2 MSL AFR 1 MSL AFR
HG03556 HG03574 63 183.938 1 MSL AFR 1 MSL AFR
HG03557 HG03556 28 69.64 2 MSL AFR 1 MSL AFR
HG03558 HG03556 3 9.259 2 MSL AFR 1 MSL AFR
HG03559 HG03096 4 9.949 1 MSL AFR 1 MSL AFR
HG03563 HG01275 4 10.772 2 MSL AFR 2 CLM AMR
HG03565 NA19176 4 11.618 1 MSL AFR 2 YRI AFR
HG03567 HG03583 6 17.098 2 MSL AFR 2 MSL AFR
HG03571 HG02144 6 17.529 1 MSL AFR 2 ACB AFR
HG03572 HG03583 10 26.872 2 MSL AFR 2 MSL AFR
HG03574 HG03556 63 183.938 1 MSL AFR 1 MSL AFR
HG03575 HG03582 5 15.906 2 MSL AFR 1 MSL AFR
HG03577 HG03464 5 16.137 1 MSL AFR 2 MSL AFR
HG03578 HG03401 5 13.569 2 MSL AFR 2 MSL AFR
HG03582 HG03583 6 19.357 1 MSL AFR 2 MSL AFR
HG03583 HG03572 10 26.872 2 MSL AFR 2 MSL AFR
HG03585 NA18947 5 12.443 1 BEB SAS 2 JPT EAS
HG03589 HG04195 6 15.445 2 BEB SAS 2 BEB SAS
HG03593 NA12155 6 13.625 1 BEB SAS 1 CEU EUR
HG03594 HG00379 6 16.444 1 BEB SAS 2 FIN EUR
HG03595 HG02690 6 16.28 2 BEB SAS 1 PJL SAS
HG03598 HG03007 6 15.175 2 BEB SAS 2 BEB SAS
HG03600 HG03941 9 29.481 1 BEB SAS 1 BEB SAS
HG03603 NA11891 6 15.634 1 BEB SAS 1 CEU EUR
HG03604 HG01204 4 11.437 2 BEB SAS 1 PUR AMR
HG03606 HG02291 9 24.859 1 BEB SAS 1 PEL AMR
HG03607 HG03874 4 10.832 2 BEB SAS 2 ITU SAS
HG03611 HG04159 8 21.21 2 BEB SAS 2 BEB SAS
HG03615 NA19794 4 10.312 1 BEB SAS 2 MXL AMR
HG03616 HG01275 5 13.119 2 BEB SAS 2 CLM AMR
HG03618 HG02649 3 12.855 1 PJL SAS 2 PJL SAS
HG03619 NA11829 6 15.534 2 PJL SAS 1 CEU EUR
HG03624 HG01607 5 13.94 1 PJL SAS 2 IBS EUR
HG03625 HG01679 8 22.593 2 PJL SAS 2 IBS EUR
HG03629 HG03490 8 24.396 1 PJL SAS 1 PJL SAS
HG03631 HG02271 8 24.208 2 PJL SAS 1 PEL AMR
HG03633 NA18610 5 13.359 1 PJL SAS 2 CHB EAS
HG03634 HG03989 5 15.177 2 PJL SAS 2 STU SAS
HG03636 HG02215 7 20.715 1 PJL SAS 2 GBR EUR
HG03639 HG02725 16 58.748 1 PJL SAS 2 PJL SAS
HG03640 HG02725 23 62.786 2 PJL SAS 2 PJL SAS
HG03642 NA20585 7 19.526 2 STU SAS 2 TSI EUR
HG03643 HG03943 10 29.856 2 STU SAS 1 STU SAS
HG03644 HG03885 5 16.463 1 STU SAS 1 STU SAS
HG03645 HG03894 6 18.791 2 STU SAS 2 STU SAS
HG03646 HG01254 7 18.56 1 STU SAS 2 CLM AMR
HG03649 NA20899 3 9.896 1 PJL SAS 2 GIH SAS
HG03650 HG02649 6 18.458 2 PJL SAS 2 PJL SAS
HG03652 HG03837 6 18.657 1 PJL SAS 1 STU SAS
HG03653 HG03920 5 15.142 2 PJL SAS 1 BEB SAS
HG03660 HG02787 13 37.202 1 PJL SAS 2 PJL SAS
HG03663 HG02724 17 45.627 1 PJL SAS 1 PJL SAS
HG03667 HG03629 5 14.921 1 PJL SAS 1 PJL SAS
HG03668 NA11893 6 16.715 2 PJL SAS 1 CEU EUR
HG03672 HG03837 9 22.459 1 STU SAS 1 STU SAS
HG03673 HG01766 8 19.505 2 STU SAS 2 IBS EUR
HG03679 HG03754 21 96.291 1 STU SAS 2 STU SAS
HG03680 HG04035 7 20.614 1 STU SAS 2 STU SAS
HG03681 NA19723 5 14.874 1 STU SAS 1 MXL AMR
HG03682 HG01865 7 17.879 1 STU SAS 1 KHV EAS
HG03684 HG03682 6 17.503 2 STU SAS 1 STU SAS
HG03685 HG03943 7 21.297 1 STU SAS 1 STU SAS
HG03686 HG01810 9 24.077 1 STU SAS 1 CDX EAS
HG03687 HG03943 9 24.007 1 STU SAS 1 STU SAS
HG03689 HG03900 6 19.883 2 STU SAS 1 STU SAS
HG03690 HG03943 8 24.93 2 STU SAS 1 STU SAS
HG03691 HG01046 5 15.471 1 STU SAS 2 CDX EAS
HG03692 HG03896 74 220.787 2 STU SAS 1 STU SAS
HG03693 HG03850 11 29.894 1 STU SAS 1 STU SAS
HG03694 NA18757 4 11.492 1 STU SAS 1 CHB EAS
HG03695 HG03890 12 34.284 1 STU SAS 1 STU SAS
HG03696 HG03886 25 69.48 1 STU SAS 2 STU SAS
HG03697 HG03886 23 62.078 1 STU SAS 2 STU SAS
HG03698 HG03644 6 14.629 2 STU SAS 1 STU SAS
HG03699 HG01951 5 14.587 1 PJL SAS 2 PEL AMR
HG03700 NA12842 4 10.738 2 PJL SAS 1 CEU EUR
HG03702 HG00146 4 12.556 1 PJL SAS 2 GBR EUR
HG03703 HG00476 5 13.474 2 PJL SAS 2 CHS EAS
HG03705 HG02687 60 235.947 1 PJL SAS 1 PJL SAS
HG03706 HG02728 13 37.398 2 PJL SAS 2 PJL SAS
HG03708 HG03729 5 14.517 1 PJL SAS 1 ITU SAS
HG03709 HG01531 6 20.783 2 PJL SAS 2 IBS EUR
HG03711 HG03943 19 63.339 1 STU SAS 1 STU SAS
HG03713 HG03989 5 12.62 1 ITU SAS 2 STU SAS
HG03714 HG00310 5 12.819 2 ITU SAS 1 FIN EUR
HG03716 HG03642 7 19.499 1 ITU SAS 2 STU SAS
HG03717 HG02271 9 25.399 2 ITU SAS 1 PEL AMR
HG03718 HG04096 9 24.153 1 ITU SAS 1 ITU SAS
HG03720 HG03809 3 10.023 1 ITU SAS 1 BEB SAS
HG03721 HG04090 9 22.273 2 ITU SAS 2 ITU SAS
HG03722 HG03643 6 15.945 2 ITU SAS 2 STU SAS
HG03725 NA20906 8 25.936 1 ITU SAS 2 GIH SAS
HG03727 HG02086 5 13.569 1 ITU SAS 2 KHV EAS
HG03729 HG03731 8 19.995 1 ITU SAS 2 ITU SAS
HG03730 HG02690 6 17.166 2 ITU SAS 1 PJL SAS
HG03731 HG03729 8 19.995 2 ITU SAS 1 ITU SAS
HG03733 HG03899 170 528.914 2 STU SAS 1 STU SAS
HG03736 HG00136 5 13.36 2 STU SAS 1 GBR EUR
HG03738 HG03837 23 76.931 1 STU SAS 1 STU SAS
HG03740 HG03741 16 38.73 1 STU SAS 2 STU SAS
HG03741 HG03740 16 38.73 2 STU SAS 1 STU SAS
HG03742 HG04061 3 9.73 1 ITU SAS 1 ITU SAS
HG03743 HG01142 4 12.818 1 STU SAS 1 CLM AMR
HG03744 HG03900 4 12.927 1 STU SAS 1 STU SAS
HG03745 HG04047 9 25.349 1 STU SAS 2 STU SAS
HG03746 HG02049 9 24.998 1 STU SAS 2 KHV EAS
HG03750 HG03754 175 518.146 1 STU SAS 2 STU SAS
HG03752 HG03836 14 36.525 2 STU SAS 2 STU SAS
HG03753 HG02301 7 15.578 1 STU SAS 2 PEL AMR
HG03754 HG03750 175 518.146 2 STU SAS 1 STU SAS
HG03755 HG03750 8 21.587 1 STU SAS 1 STU SAS
HG03756 HG03679 5 18.073 2 STU SAS 1 STU SAS
HG03757 HG02301 7 15.711 2 STU SAS 2 PEL AMR
HG03760 HG03679 6 17.836 2 STU SAS 1 STU SAS
HG03761 HG03762 10 27.262 1 PJL SAS 2 PJL SAS
HG03762 HG03761 10 27.262 2 PJL SAS 1 PJL SAS
HG03765 HG02778 4 11.534 2 PJL SAS 2 PJL SAS
HG03767 NA11893 7 19.727 1 PJL SAS 1 CEU EUR
HG03770 NA11993 5 14.61 2 ITU SAS 2 CEU EUR
HG03771 HG00146 4 10.965 1 ITU SAS 2 GBR EUR
HG03772 HG04063 6 18.875 2 ITU SAS 2 ITU SAS
HG03773 HG03784 19 51.952 1 ITU SAS 2 ITU SAS
HG03774 HG04200 10 29.368 2 ITU SAS 2 ITU SAS
HG03775 NA18940 7 17.896 1 ITU SAS 1 JPT EAS
HG03777 NA21144 6 17.502 1 ITU SAS 2 GIH SAS
HG03778 HG02648 6 16.018 1 ITU SAS 1 PJL SAS
HG03779 NA18535 5 13.121 1 ITU SAS 2 CHB EAS
HG03780 HG03643 7 19.382 2 ITU SAS 2 STU SAS
HG03781 HG03717 5 14.101 2 ITU SAS 2 ITU SAS
HG03782 HG03873 4 10.339 2 ITU SAS 2 ITU SAS
HG03784 HG03773 19 51.952 2 ITU SAS 1 ITU SAS
HG03785 HG00102 6 16.769 1 ITU SAS 2 GBR EUR
HG03786 HG04056 8 20.368 1 ITU SAS 1 ITU SAS
HG03787 HG03977 4 12.078 2 ITU SAS 2 ITU SAS
HG03788 HG00146 6 17.022 1 ITU SAS 2 GBR EUR
HG03789 NA12813 4 12.382 2 ITU SAS 2 CEU EUR
HG03790 NA12760 8 20.898 1 ITU SAS 1 CEU EUR
HG03792 HG03815 6 16.023 1 ITU SAS 1 BEB SAS
HG03793 NA11893 6 16.332 2 BEB SAS 1 CEU EUR
HG03794 NA12842 6 16.183 1 BEB SAS 1 CEU EUR
HG03796 NA20875 4 13.253 2 BEB SAS 2 GIH SAS
HG03797 HG04156 4 12.499 1 BEB SAS 2 BEB SAS
HG03799 NA20896 3 9.647 2 BEB SAS 2 GIH SAS
HG03800 NA20875 4 13.09 1 BEB SAS 2 GIH SAS
HG03802 HG03695 4 11.523 2 BEB SAS 1 STU SAS
HG03803 HG00381 8 21.639 1 BEB SAS 2 FIN EUR
HG03805 HG01531 6 17.048 2 BEB SAS 2 IBS EUR
HG03806 NA12046 8 21.586 1 BEB SAS 2 CEU EUR
HG03808 HG00102 7 18.977 2 BEB SAS 2 GBR EUR
HG03809 HG03989 6 20.564 1 BEB SAS 2 STU SAS
HG03812 HG02301 6 16.447 1 BEB SAS 2 PEL AMR
HG03814 HG02690 5 14.833 2 BEB SAS 1 PJL SAS
HG03815 HG02231 7 19.153 1 BEB SAS 1 IBS EUR
HG03817 NA07034 6 14.857 2 BEB SAS 1 CEU EUR
HG03821 HG00114 5 11.605 1 BEB SAS 1 GBR EUR
HG03823 NA12777 7 19.418 2 BEB SAS 1 CEU EUR
HG03824 HG03815 6 15.316 1 BEB SAS 1 BEB SAS
HG03826 HG02026 7 19.124 2 BEB SAS 1 KHV EAS
HG03829 HG01046 4 12.365 2 BEB SAS 2 CDX EAS
HG03830 NA20585 5 15.099 1 BEB SAS 2 TSI EUR
HG03832 NA19764 6 16.057 2 BEB SAS 2 MXL AMR
HG03833 HG02420 4 11.358 1 BEB SAS 1 ACB AFR
HG03836 HG03752 14 36.525 2 STU SAS 2 STU SAS
HG03837 HG03738 23 76.931 1 STU SAS 1 STU SAS
HG03838 HG03943 7 19.502 2 STU SAS 1 STU SAS
HG03844 HG03858 7 22.21 1 STU SAS 2 STU SAS
HG03846 HG03943 10 29.187 1 STU SAS 1 STU SAS
HG03848 HG03754 8 25.118 1 STU SAS 2 STU SAS
HG03849 HG03896 16 45.438 2 STU SAS 1 STU SAS
HG03850 HG03693 11 29.894 1 STU SAS 1 STU SAS
HG03851 HG03943 7 17.667 1 STU SAS 1 STU SAS
HG03854 HG03886 9 29.921 1 STU SAS 2 STU SAS
HG03856 HG00112 5 14.448 1 STU SAS 1 GBR EUR
HG03857 NA11893 8 21.421 2 STU SAS 1 CEU EUR
HG03858 HG01679 8 23.192 2 STU SAS 2 IBS EUR
HG03861 HG04023 6 17.047 2 ITU SAS 1 ITU SAS
HG03862 NA12272 6 20.306 2 ITU SAS 1 CEU EUR
HG03863 NA12342 7 22.365 2 ITU SAS 1 CEU EUR
HG03864 NA11829 7 18.065 1 ITU SAS 1 CEU EUR
HG03866 HG03873 63 186.848 1 ITU SAS 2 ITU SAS
HG03867 HG02786 8 25.225 1 ITU SAS 1 PJL SAS
HG03868 NA12272 6 20.585 2 ITU SAS 1 CEU EUR
HG03869 HG03862 6 16.619 1 ITU SAS 2 ITU SAS
HG03870 NA21142 7 18.714 1 ITU SAS 2 GIH SAS
HG03871 HG01801 6 18.88 1 ITU SAS 2 CDX EAS
HG03872 HG04211 5 12.765 1 ITU SAS 1 ITU SAS
HG03873 HG03998 153 448.99 2 ITU SAS 1 STU SAS
HG03874 HG00269 5 13.631 2 ITU SAS 2 FIN EUR
HG03875 NA20815 8 23.196 1 ITU SAS 1 TSI EUR
HG03882 NA20849 7 17.036 2 ITU SAS 2 GIH SAS
HG03884 HG03750 12 34.63 2 STU SAS 1 STU SAS
HG03885 HG03989 22 69.71 1 STU SAS 2 STU SAS
HG03886 HG03696 25 69.48 2 STU SAS 1 STU SAS
HG03887 HG03884 9 26.478 1 STU SAS 2 STU SAS
HG03888 HG03696 3 9.306 2 STU SAS 1 STU SAS
HG03890 HG03711 11 39.103 1 STU SAS 1 STU SAS
HG03894 HG03995 35 106.721 2 STU SAS 2 STU SAS
HG03895 HG03943 19 61.218 2 STU SAS 1 STU SAS
HG03896 HG03692 74 220.787 1 STU SAS 2 STU SAS
HG03897 HG03949 12 31.972 2 STU SAS 2 STU SAS
HG03898 HG03955 54 177.942 2 STU SAS 2 STU SAS
HG03899 HG03733 170 528.914 1 STU SAS 2 STU SAS
HG03900 HG04035 11 31.98 1 STU SAS 2 STU SAS
HG03902 HG03908 12 44.362 1 BEB SAS 1 BEB SAS
HG03904 HG00146 7 18.816 2 BEB SAS 2 GBR EUR
HG03905 NA20585 7 19.112 1 BEB SAS 2 TSI EUR
HG03907 HG01353 6 18.944 2 BEB SAS 1 CLM AMR
HG03908 HG03902 12 44.362 1 BEB SAS 1 BEB SAS
HG03910 HG03914 6 17.139 2 BEB SAS 1 BEB SAS
HG03911 HG01204 5 14.1 1 BEB SAS 1 PUR AMR
HG03913 HG03007 5 14.411 2 BEB SAS 2 BEB SAS
HG03914 HG01531 8 25.652 1 BEB SAS 2 IBS EUR
HG03916 HG03643 7 19.049 2 BEB SAS 2 STU SAS
HG03917 NA20786 4 10.598 1 BEB SAS 2 TSI EUR
HG03919 HG01082 7 18.828 2 BEB SAS 1 PUR AMR
HG03920 HG01924 8 20.771 1 BEB SAS 2 PEL AMR
HG03922 HG01254 5 12.206 2 BEB SAS 2 CLM AMR
HG03925 HG01531 6 20.014 2 BEB SAS 2 IBS EUR
HG03926 HG01531 6 17.213 1 BEB SAS 2 IBS EUR
HG03928 HG02271 5 14.842 2 BEB SAS 1 PEL AMR
HG03929 HG01531 6 19.747 1 BEB SAS 2 IBS EUR
HG03931 HG04150 4 11.241 2 BEB SAS 2 BEB SAS
HG03934 NA21119 6 20.293 2 BEB SAS 1 GIH SAS
HG03937 HG02150 5 14.266 2 BEB SAS 1 PEL AMR
HG03940 HG03941 5 15.529 2 BEB SAS 1 BEB SAS
HG03941 HG04186 14 48.386 1 BEB SAS 2 BEB SAS
HG03943 HG04106 29 82.382 1 STU SAS 2 STU SAS
HG03945 HG03873 4 10.667 2 STU SAS 2 ITU SAS
HG03947 HG04191 9 23.875 2 STU SAS 1 BEB SAS
HG03949 HG03897 12 31.972 2 STU SAS 2 STU SAS
HG03950 HG03858 5 13.291 1 STU SAS 2 STU SAS
HG03951 HG03989 7 23.815 2 STU SAS 2 STU SAS
HG03953 HG03836 4 16.629 1 STU SAS 2 STU SAS
HG03955 HG03898 54 177.942 2 STU SAS 2 STU SAS
HG03960 HG00243 5 12.332 1 ITU SAS 1 GBR EUR
HG03963 NA20762 5 13.661 1 ITU SAS 1 TSI EUR
HG03965 HG03786 7 19.441 1 ITU SAS 1 ITU SAS
HG03967 HG02026 7 19.109 1 ITU SAS 1 KHV EAS
HG03968 NA12046 7 21.512 2 ITU SAS 2 CEU EUR
HG03969 HG02231 7 22.721 1 ITU SAS 1 IBS EUR
HG03971 NA11893 8 21.811 1 ITU SAS 1 CEU EUR
HG03973 HG02360 5 13.954 2 ITU SAS 1 CDX EAS
HG03974 HG00190 7 19.303 1 ITU SAS 1 FIN EUR
HG03976 HG04019 14 35.38 1 ITU SAS 1 ITU SAS
HG03977 NA11893 8 24.005 2 ITU SAS 1 CEU EUR
HG03978 NA18550 5 14.103 1 ITU SAS 2 CHB EAS
HG03985 HG01137 5 13.62 1 STU SAS 2 CLM AMR
HG03986 HG03690 6 18.293 2 STU SAS 2 STU SAS
HG03989 HG03885 22 69.71 2 STU SAS 1 STU SAS
HG03990 HG03643 8 24.988 1 STU SAS 2 STU SAS
HG03991 HG03733 29 86.9 1 STU SAS 2 STU SAS
HG03995 HG03894 35 106.721 2 STU SAS 2 STU SAS
HG03998 HG03873 153 448.99 1 STU SAS 2 ITU SAS
HG03999 HG02786 3 9.943 1 STU SAS 1 PJL SAS
HG04001 HG04098 6 19.156 2 ITU SAS 1 ITU SAS
HG04002 NA19651 5 14.187 1 ITU SAS 2 MXL AMR
HG04003 HG01384 6 17.341 1 STU SAS 2 CLM AMR
HG04006 NA12341 5 13.268 1 STU SAS 2 CEU EUR
HG04014 NA19770 5 14.841 2 ITU SAS 2 MXL AMR
HG04015 HG02786 5 13.389 1 ITU SAS 1 PJL SAS
HG04017 NA12842 5 14.812 1 ITU SAS 1 CEU EUR
HG04018 HG03643 5 14.672 2 ITU SAS 2 STU SAS
HG04019 HG03976 14 35.38 1 ITU SAS 1 ITU SAS
HG04020 HG04098 7 19.285 1 ITU SAS 1 ITU SAS
HG04022 HG02271 6 16.608 1 ITU SAS 1 PEL AMR
HG04023 HG04025 16 39.728 1 ITU SAS 2 ITU SAS
HG04025 HG04023 16 39.728 2 ITU SAS 1 ITU SAS
HG04026 NA21142 6 19.627 2 ITU SAS 2 GIH SAS
HG04029 HG04035 4 21.707 2 STU SAS 2 STU SAS
HG04033 HG03643 7 18.364 1 STU SAS 2 STU SAS
HG04035 HG03900 11 31.98 2 STU SAS 1 STU SAS
HG04038 HG04127 20 60.754 2 STU SAS 1 STU SAS
HG04039 HG03950 4 13.002 1 STU SAS 1 STU SAS
HG04042 HG03885 7 21.551 2 STU SAS 1 STU SAS
HG04047 HG03745 9 25.349 2 STU SAS 1 STU SAS
HG04054 HG04025 7 19.178 2 ITU SAS 2 ITU SAS
HG04056 HG03784 8 23.32 1 ITU SAS 2 ITU SAS
HG04059 NA21119 5 14.231 2 ITU SAS 1 GIH SAS
HG04060 HG03867 5 14.455 1 ITU SAS 1 ITU SAS
HG04061 NA20796 6 15.618 1 ITU SAS 1 TSI EUR
HG04062 HG02231 5 14.485 2 ITU SAS 1 IBS EUR
