ID1 ID2 nb_sup2 sum_sup2 Sex1 State1 Region1 Sex2 State2 Region2
HG01200 HG00731 20 60.306 1 PUR AMR 1 PUR AMR
HG01204 HG01247 11 43.816 1 PUR AMR 1 PUR AMR
HG01205 HG01089 18 58.718 2 PUR AMR 2 PUR AMR
HG01241 HG00740 5 14.377 1 PUR AMR 2 PUR AMR
HG01242 HG01177 7 24.234 2 PUR AMR 2 PUR AMR
HG01247 HG01177 18 59.247 1 PUR AMR 2 PUR AMR
HG01248 HG01323 14 51.256 2 PUR AMR 2 PUR AMR
HG01250 HG01356 16 71.884 1 CLM AMR 1 CLM AMR
HG01251 HG01112 22 73.61 2 CLM AMR 1 CLM AMR
HG01253 HG01347 17 53.041 1 CLM AMR 1 CLM AMR
HG01254 HG01137 16 44.694 2 CLM AMR 2 CLM AMR
HG01256 HG01468 23 79.544 1 CLM AMR 2 CLM AMR
HG01257 HG01281 18 67.322 2 CLM AMR 2 CLM AMR
HG01259 HG01112 32 110.047 1 CLM AMR 1 CLM AMR
HG01260 HG01374 45 162.681 2 CLM AMR 1 CLM AMR
HG01269 HG01465 30 108.888 2 CLM AMR 2 CLM AMR
HG01271 HG01275 14 36.465 1 CLM AMR 2 CLM AMR
HG01272 HG01274 13 39.659 2 CLM AMR 1 CLM AMR
HG01274 HG01468 21 75.014 1 CLM AMR 2 CLM AMR
HG01275 HG01437 28 90.448 2 CLM AMR 1 CLM AMR
HG01277 HG01278 61 222.88 1 CLM AMR 2 CLM AMR
HG01278 HG01277 61 222.88 2 CLM AMR 1 CLM AMR
HG01280 HG01465 27 87 1 CLM AMR 2 CLM AMR
HG01281 HG01257 18 67.322 2 CLM AMR 2 CLM AMR
HG01284 HG01133 16 49.397 2 CLM AMR 1 CLM AMR
HG01286 HG01176 17 58.035 1 PUR AMR 1 PUR AMR
HG01302 HG01072 17 55.852 1 PUR AMR 1 PUR AMR
HG01303 HG01190 15 45.127 2 PUR AMR 1 PUR AMR
HG01305 HG01177 15 46.26 1 PUR AMR 2 PUR AMR
HG01308 HG01061 19 59.734 1 PUR AMR 2 PUR AMR
HG01311 HG01052 12 38.359 1 PUR AMR 2 PUR AMR
HG01312 HG01097 13 41.153 2 PUR AMR 1 PUR AMR
HG01323 HG01405 18 56.72 2 PUR AMR 1 PUR AMR
HG01325 HG01055 14 56.854 1 PUR AMR 2 PUR AMR
HG01326 HG01069 22 73.718 2 PUR AMR 1 PUR AMR
HG01334 HG00442 5 13.491 1 GBR EUR 1 CHS EAS
HG01341 HG03643 8 21.082 1 CLM AMR 2 STU SAS
HG01342 HG01372 6 17.959 2 CLM AMR 2 CLM AMR
HG01344 HG01254 9 23.244 1 CLM AMR 2 CLM AMR
HG01345 HG01347 12 38.493 2 CLM AMR 1 CLM AMR
HG01347 HG01113 108 399.77 1 CLM AMR 2 CLM AMR
HG01348 HG01492 25 92.813 2 CLM AMR 2 CLM AMR
HG01350 HG01148 18 60.89 1 CLM AMR 1 CLM AMR
HG01351 HG01113 32 102.567 2 CLM AMR 2 CLM AMR
HG01353 HG01133 22 77.655 1 CLM AMR 1 CLM AMR
HG01354 HG01489 77 252.339 2 CLM AMR 2 CLM AMR
HG01356 HG01250 16 71.884 1 CLM AMR 1 CLM AMR
HG01357 HG01347 22 70.622 2 CLM AMR 1 CLM AMR
HG01359 HG01148 15 50.871 1 CLM AMR 1 CLM AMR
HG01360 HG01140 13 41.503 2 CLM AMR 2 CLM AMR
HG01362 HG01259 9 24.117 1 CLM AMR 1 CLM AMR
HG01363 HG01142 11 29.094 2 CLM AMR 1 CLM AMR
HG01365 NA11830 5 13.652 1 CLM AMR 2 CEU EUR
HG01366 HG01479 17 47.889 2 CLM AMR 1 CLM AMR
HG01369 HG01137 11 27.727 2 CLM AMR 2 CLM AMR
HG01372 HG01274 18 61.061 2 CLM AMR 1 CLM AMR
HG01374 HG01260 45 162.681 1 CLM AMR 2 CLM AMR
HG01375 HG01134 13 38.721 2 CLM AMR 2 CLM AMR
HG01377 HG01251 11 36.171 1 CLM AMR 2 CLM AMR
HG01378 HG01281 16 46.532 2 CLM AMR 2 CLM AMR
HG01383 HG01465 44 149.729 1 CLM AMR 2 CLM AMR
HG01384 HG01347 19 62.233 2 CLM AMR 1 CLM AMR
HG01389 HG01438 15 45.957 1 CLM AMR 2 CLM AMR
HG01390 HG02008 4 11.392 2 CLM AMR 1 PEL AMR
HG01392 HG01067 12 40.828 1 PUR AMR 2 PUR AMR
HG01393 HG01080 12 37.62 2 PUR AMR 2 PUR AMR
HG01395 HG01190 18 55.28 1 PUR AMR 1 PUR AMR
HG01396 HG01188 12 36.861 2 PUR AMR 2 PUR AMR
HG01398 HG01312 13 36.686 1 PUR AMR 2 PUR AMR
HG01402 HG01055 18 62.175 1 PUR AMR 2 PUR AMR
HG01403 HG01197 13 37.651 2 PUR AMR 1 PUR AMR
HG01405 HG01323 18 56.72 1 PUR AMR 2 PUR AMR
HG01412 HG01067 17 53.027 1 PUR AMR 2 PUR AMR
HG01413 HG01051 15 48.194 1 PUR AMR 1 PUR AMR
HG01414 HG01066 13 49.246 2 PUR AMR 1 PUR AMR
HG01431 HG01148 10 39.002 1 CLM AMR 1 CLM AMR
HG01432 HG01112 27 82.521 2 CLM AMR 1 CLM AMR
HG01435 HG01918 5 13.078 2 CLM AMR 2 PEL AMR
HG01437 HG01112 36 122.157 1 CLM AMR 1 CLM AMR
HG01438 HG01281 18 52.485 2 CLM AMR 2 CLM AMR
HG01440 HG01951 7 18.304 1 CLM AMR 2 PEL AMR
HG01441 HG01892 8 21.817 2 CLM AMR 1 PEL AMR
HG01443 HG01149 11 43.298 1 CLM AMR 2 CLM AMR
HG01444 HG01140 9 28.378 2 CLM AMR 2 CLM AMR
HG01447 HG01112 15 45.388 2 CLM AMR 1 CLM AMR
HG01455 HG01281 15 57.061 1 CLM AMR 2 CLM AMR
HG01456 HG01275 11 33.058 2 CLM AMR 2 CLM AMR
HG01459 HG01130 16 48.612 2 CLM AMR 1 CLM AMR
HG01461 HG01447 3 11.334 1 CLM AMR 2 CLM AMR
HG01462 HG03746 5 14.456 2 CLM AMR 1 STU SAS
HG01464 HG01372 13 47.924 1 CLM AMR 2 CLM AMR
HG01465 HG01468 61 205.69 2 CLM AMR 2 CLM AMR
HG01468 HG01465 61 205.69 2 CLM AMR 2 CLM AMR
HG01474 HG01465 32 98.544 2 CLM AMR 2 CLM AMR
HG01479 HG01354 27 88.3 1 CLM AMR 2 CLM AMR
HG01485 HG01113 5 17.49 1 CLM AMR 2 CLM AMR
HG01486 NA11893 6 16.79 2 CLM AMR 1 CEU EUR
HG01488 HG01354 11 42.159 1 CLM AMR 2 CLM AMR
HG01489 HG01354 77 252.339 2 CLM AMR 2 CLM AMR
HG01491 HG01465 25 96.276 1 CLM AMR 2 CLM AMR
HG01492 HG01348 25 92.813 2 CLM AMR 2 CLM AMR
HG01494 HG01465 13 40.621 1 CLM AMR 2 CLM AMR
HG01495 HG01281 16 52.217 2 CLM AMR 2 CLM AMR
HG01497 HG01498 36 126.416 1 CLM AMR 2 CLM AMR
HG01498 HG01497 36 126.416 2 CLM AMR 1 CLM AMR
HG01500 NA12272 6 17.785 1 IBS EUR 1 CEU EUR
HG01501 HG01351 6 17.439 2 IBS EUR 2 CLM AMR
HG01503 NA12842 8 20.99 1 IBS EUR 1 CEU EUR
HG01504 HG02231 7 22.906 2 IBS EUR 1 IBS EUR
HG01506 HG01679 8 20.043 1 IBS EUR 2 IBS EUR
HG01507 HG01771 3 10.604 2 IBS EUR 1 IBS EUR
HG01509 HG01951 5 14.593 1 IBS EUR 2 PEL AMR
HG01510 HG03629 5 14.093 2 IBS EUR 1 PJL SAS
HG01512 HG00731 4 12.767 1 IBS EUR 1 PUR AMR
HG01513 HG01771 5 14.835 2 IBS EUR 1 IBS EUR
HG01515 NA12872 8 21.814 1 IBS EUR 1 CEU EUR
HG01516 NA20765 7 17.819 2 IBS EUR 1 TSI EUR
HG01518 HG00190 7 18.831 1 IBS EUR 1 FIN EUR
HG01519 HG01700 8 21.983 2 IBS EUR 1 IBS EUR
HG01521 HG01522 9 21.866 1 IBS EUR 2 IBS EUR
HG01522 HG01702 9 25.34 2 IBS EUR 2 IBS EUR
HG01524 NA19660 5 16.391 1 IBS EUR 2 MXL AMR
HG01525 HG00367 7 21.881 2 IBS EUR 2 FIN EUR
HG01527 NA19722 4 14.052 1 IBS EUR 2 MXL AMR
HG01528 HG01278 4 12.781 2 IBS EUR 2 CLM AMR
HG01530 HG01531 6 19.939 1 IBS EUR 2 IBS EUR
HG01531 HG00176 9 27.043 2 IBS EUR 2 FIN EUR
HG01536 HG02223 5 12.884 1 IBS EUR 2 IBS EUR
HG01537 HG00115 5 12.911 2 IBS EUR 1 GBR EUR
HG01550 HG01468 39 121.334 1 CLM AMR 2 CLM AMR
HG01551 HG01272 4 19.335 2 CLM AMR 2 CLM AMR
HG01556 HG01259 9 23.68 1 CLM AMR 1 CLM AMR
HG01565 HG01947 8 31.177 1 PEL AMR 1 PEL AMR
HG01566 HG01578 12 40.693 2 PEL AMR 2 PEL AMR
HG01571 HG02271 8 23.732 1 PEL AMR 1 PEL AMR
HG01572 HG01954 10 23.689 2 PEL AMR 2 PEL AMR
HG01577 HG01680 10 24.788 1 PEL AMR 1 IBS EUR
HG01578 HG01566 12 40.693 2 PEL AMR 2 PEL AMR
HG01583 NA19658 7 20.494 1 PJL SAS 1 MXL AMR
HG01586 HG00183 7 21.455 1 PJL SAS 1 FIN EUR
HG01589 NA21114 7 18.432 1 PJL SAS 1 GIH SAS
HG01593 HG01679 6 16.083 2 PJL SAS 2 IBS EUR
HG01595 NA18573 5 13.994 2 KHV EAS 2 CHB EAS
HG01596 HG02072 5 14.062 1 KHV EAS 2 KHV EAS
HG01597 HG02121 5 14.892 2 KHV EAS 2 KHV EAS
HG01598 HG02364 6 17.668 2 KHV EAS 1 CDX EAS
HG01599 HG02035 5 13.017 2 KHV EAS 1 KHV EAS
HG01600 NA19070 6 17.047 2 KHV EAS 1 JPT EAS
HG01602 NA12155 6 14.75 2 IBS EUR 1 CEU EUR
HG01603 HG00264 7 21.912 1 IBS EUR 1 GBR EUR
HG01605 NA11829 6 17.865 2 IBS EUR 1 CEU EUR
HG01606 HG01679 8 21.199 1 IBS EUR 2 IBS EUR
HG01607 HG01247 8 25.803 2 IBS EUR 1 PUR AMR
HG01608 HG01924 6 16.964 1 IBS EUR 2 PEL AMR
HG01610 NA06984 7 19.39 1 IBS EUR 1 CEU EUR
HG01612 NA11829 8 19.991 2 IBS EUR 1 CEU EUR
HG01613 HG01615 15 46.516 2 IBS EUR 1 IBS EUR
HG01615 HG01613 15 46.516 1 IBS EUR 2 IBS EUR
HG01617 HG01437 6 14.614 1 IBS EUR 1 CLM AMR
HG01618 NA06984 7 21.209 2 IBS EUR 1 CEU EUR
HG01619 NA12155 7 17.869 1 IBS EUR 1 CEU EUR
HG01620 HG00190 7 18.549 2 IBS EUR 1 FIN EUR
HG01623 NA19795 5 14.826 2 IBS EUR 1 MXL AMR
HG01624 HG00115 4 12.063 1 IBS EUR 1 GBR EUR
HG01625 HG01615 7 24.88 1 IBS EUR 1 IBS EUR
HG01626 HG00742 8 24.733 2 IBS EUR 1 PUR AMR
HG01628 HG01345 5 16.592 2 IBS EUR 2 CLM AMR
HG01630 NA19795 8 20.179 1 IBS EUR 1 MXL AMR
HG01631 HG01670 6 16.183 1 IBS EUR 2 IBS EUR
HG01632 HG00731 5 18.06 2 IBS EUR 1 PUR AMR
HG01668 NA07051 6 14.662 2 IBS EUR 1 CEU EUR
HG01669 HG03867 5 14.153 1 IBS EUR 1 ITU SAS
HG01670 NA19651 7 21.056 2 IBS EUR 2 MXL AMR
HG01672 HG01670 6 16.091 1 IBS EUR 2 IBS EUR
HG01673 NA19723 6 16.601 2 IBS EUR 1 MXL AMR
HG01675 HG01678 10 27.41 1 IBS EUR 1 IBS EUR
HG01676 HG01678 5 16.253 2 IBS EUR 1 IBS EUR
HG01678 HG01675 10 27.41 1 IBS EUR 1 IBS EUR
HG01679 HG00252 10 30.281 2 IBS EUR 1 GBR EUR
HG01680 HG01577 10 24.788 1 IBS EUR 1 PEL AMR
HG01682 HG00125 8 20.207 1 IBS EUR 2 GBR EUR
HG01684 HG01607 5 13.981 2 IBS EUR 2 IBS EUR
HG01685 HG01344 6 16.193 2 IBS EUR 1 CLM AMR
HG01686 NA12777 5 15.085 1 IBS EUR 1 CEU EUR
HG01694 NA11829 8 18.966 1 IBS EUR 1 CEU EUR
HG01695 HG00234 6 13.919 2 IBS EUR 1 GBR EUR
HG01697 NA11891 3 10.387 2 IBS EUR 1 CEU EUR
HG01699 NA11829 4 10.258 1 IBS EUR 1 CEU EUR
HG01700 NA21119 7 22.369 1 IBS EUR 1 GIH SAS
HG01702 HG01522 9 25.34 2 IBS EUR 2 IBS EUR
HG01704 HG01679 7 22.384 2 IBS EUR 2 IBS EUR
HG01705 HG03725 6 19.591 1 IBS EUR 1 ITU SAS
HG01707 NA11930 7 18.231 2 IBS EUR 1 CEU EUR
HG01708 HG03643 5 15.274 1 IBS EUR 2 STU SAS
HG01709 NA20814 5 13.337 1 IBS EUR 1 TSI EUR
HG01710 NA20906 7 21.365 2 IBS EUR 2 GIH SAS
HG01746 NA20872 4 11.584 2 IBS EUR 2 GIH SAS
HG01747 HG02026 7 18.393 1 IBS EUR 1 KHV EAS
HG01756 HG01757 6 16.341 1 IBS EUR 2 IBS EUR
HG01757 NA12383 7 21.071 2 IBS EUR 2 CEU EUR
HG01761 HG01762 6 19.176 1 IBS EUR 2 IBS EUR
HG01762 HG02221 13 38.836 2 IBS EUR 1 IBS EUR
HG01765 HG01766 14 37.68 1 IBS EUR 2 IBS EUR
HG01766 HG01765 14 37.68 2 IBS EUR 1 IBS EUR
HG01767 HG01704 5 13.584 1 IBS EUR 2 IBS EUR
HG01768 HG00126 5 15.274 2 IBS EUR 1 GBR EUR
HG01770 HG00099 7 20.955 2 IBS EUR 2 GBR EUR
HG01771 HG03228 6 21.441 1 IBS EUR 1 PJL SAS
HG01773 HG01046 5 12.898 2 IBS EUR 2 CDX EAS
HG01775 NA18998 6 16.483 1 IBS EUR 2 JPT EAS
HG01776 NA20765 6 16.854 2 IBS EUR 1 TSI EUR
HG01777 NA12842 8 21.181 1 IBS EUR 1 CEU EUR
HG01779 NA11829 9 21.597 2 IBS EUR 1 CEU EUR
HG01781 HG01924 6 16.017 1 IBS EUR 2 PEL AMR
HG01783 HG01784 8 22.226 1 IBS EUR 2 IBS EUR
HG01784 HG01783 8 22.226 2 IBS EUR 1 IBS EUR
HG01785 HG01679 5 14.119 1 IBS EUR 2 IBS EUR
HG01786 NA20762 6 16.732 2 IBS EUR 1 TSI EUR
HG01789 NA12046 7 21.784 1 GBR EUR 2 CEU EUR
HG01790 NA11893 6 18.04 2 GBR EUR 1 CEU EUR
HG01791 HG00108 5 13.81 1 GBR EUR 1 GBR EUR
HG01794 HG01810 7 19.583 2 CDX EAS 1 CDX EAS
HG01795 HG02179 53 144.966 2 CDX EAS 2 CDX EAS
HG01796 NA11829 8 20.466 2 CDX EAS 1 CEU EUR
HG01797 NA20899 6 16.883 2 CDX EAS 2 GIH SAS
HG01798 HG00479 5 12.823 2 CDX EAS 2 CHS EAS
HG01799 HG01800 6 15.839 2 CDX EAS 2 CDX EAS
HG01800 HG01799 6 15.839 2 CDX EAS 2 CDX EAS
HG01801 HG02380 19 54.912 2 CDX EAS 1 CDX EAS
HG01802 HG02384 5 15.932 2 CDX EAS 1 CDX EAS
HG01804 HG02184 8 22.001 2 CDX EAS 2 CDX EAS
HG01805 NA18953 8 24.249 2 CDX EAS 1 JPT EAS
HG01806 HG02179 6 16.76 2 CDX EAS 2 CDX EAS
HG01807 HG02353 6 16.947 2 CDX EAS 1 CDX EAS
HG01808 HG02164 5 13.668 2 CDX EAS 2 CDX EAS
HG01809 HG02184 5 13.565 2 CDX EAS 2 CDX EAS
HG01810 HG01865 9 28.082 1 CDX EAS 1 KHV EAS
HG01811 HG01816 16 48.618 1 CDX EAS 1 CDX EAS
HG01812 HG02356 9 22.044 2 CDX EAS 1 CDX EAS
HG01813 HG02122 6 19.503 2 CDX EAS 1 KHV EAS
HG01815 HG04100 5 11.781 2 CDX EAS 1 STU SAS
HG01816 HG02151 21 62.016 1 CDX EAS 2 CDX EAS
HG01817 HG02026 6 15.296 2 CDX EAS 1 KHV EAS
HG01840 NA18631 3 10.37 1 KHV EAS 2 CHB EAS
HG01841 HG02035 5 14.036 2 KHV EAS 1 KHV EAS
HG01842 HG03875 7 16.92 1 KHV EAS 1 ITU SAS
HG01843 HG00879 5 14.748 2 KHV EAS 2 CDX EAS
HG01844 HG01531 6 17.191 1 KHV EAS 2 IBS EUR
HG01845 HG02084 6 16.211 2 KHV EAS 2 KHV EAS
HG01846 NA18956 5 13.43 1 KHV EAS 2 JPT EAS
HG01847 HG02070 6 15.417 2 KHV EAS 1 KHV EAS
HG01848 NA18972 7 18.48 2 KHV EAS 2 JPT EAS
HG01849 HG01432 6 16.223 1 KHV EAS 2 CLM AMR
HG01850 HG02399 7 18.666 2 KHV EAS 1 CDX EAS
HG01851 HG02020 7 24.909 2 KHV EAS 1 KHV EAS
HG01852 HG03643 6 16.942 1 KHV EAS 2 STU SAS
HG01853 NA11829 8 20.499 2 KHV EAS 1 CEU EUR
HG01855 NA18535 6 17.237 2 KHV EAS 2 CHB EAS
HG01857 NA18550 5 13.119 2 KHV EAS 2 CHB EAS
HG01858 HG03899 4 11.494 2 KHV EAS 1 STU SAS
HG01859 HG00458 5 14.37 2 KHV EAS 2 CHS EAS
HG01860 HG02130 5 13.836 1 KHV EAS 2 KHV EAS
HG01861 HG02690 5 14.399 1 KHV EAS 1 PJL SAS
HG01862 HG01046 7 21.572 2 KHV EAS 2 CDX EAS
HG01863 HG00599 6 16.51 2 KHV EAS 2 CHS EAS
HG01864 NA20813 6 17.096 1 KHV EAS 2 TSI EUR
HG01865 HG01810 9 28.082 1 KHV EAS 1 CDX EAS
HG01866 HG00479 7 17.73 1 KHV EAS 2 CHS EAS
HG01867 NA18531 6 19.909 1 KHV EAS 2 CHB EAS
HG01868 HG02122 4 13.569 2 KHV EAS 1 KHV EAS
HG01869 HG02026 7 19.274 2 KHV EAS 1 KHV EAS
HG01870 HG01816 7 16.532 2 KHV EAS 1 CDX EAS
HG01871 HG02019 5 15.357 2 KHV EAS 2 KHV EAS
HG01872 HG00879 4 12.479 1 KHV EAS 2 CDX EAS
HG01873 NA12003 5 13.704 1 KHV EAS 1 CEU EUR
HG01874 HG02061 7 19.509 2 KHV EAS 1 KHV EAS
HG01878 HG03490 6 19.588 2 KHV EAS 1 PJL SAS
HG01879 NA19036 5 13.912 1 ACB AFR 2 LWK AFR
HG01880 NA11891 6 17.741 2 ACB AFR 1 CEU EUR
HG01882 HG01912 4 17.435 1 ACB AFR 1 ACB AFR
HG01883 HG01889 6 16.409 2 ACB AFR 2 ACB AFR
HG01885 HG01046 4 11.815 1 ACB AFR 2 CDX EAS
HG01886 HG02309 19 57.127 2 ACB AFR 2 ACB AFR
HG01889 HG01883 6 16.409 2 ACB AFR 2 ACB AFR
HG01890 HG02054 13 37.783 1 ACB AFR 2 ACB AFR
HG01892 HG02298 10 26.502 1 PEL AMR 2 PEL AMR
HG01893 HG02277 6 17.71 2 PEL AMR 1 PEL AMR
HG01894 NA18508 3 10.136 2 ACB AFR 2 YRI AFR
HG01896 HG02144 6 15.388 2 ACB AFR 2 ACB AFR
HG01912 HG02317 15 48.984 1 ACB AFR 1 ACB AFR
HG01914 HG02450 7 18.454 1 ACB AFR 2 ACB AFR
HG01915 HG02484 28 89.357 2 ACB AFR 1 ACB AFR
HG01917 HG01578 7 23.737 1 PEL AMR 2 PEL AMR
HG01918 NA19735 9 23.496 2 PEL AMR 1 MXL AMR
HG01920 HG01935 5 17.751 1 PEL AMR 1 PEL AMR
HG01921 HG01951 8 23.661 2 PEL AMR 2 PEL AMR
HG01923 HG02265 10 31.556 1 PEL AMR 1 PEL AMR
HG01924 HG02291 12 31.586 2 PEL AMR 1 PEL AMR
HG01926 HG02272 7 22.572 1 PEL AMR 2 PEL AMR
HG01927 NA19682 6 17.546 2 PEL AMR 1 MXL AMR
HG01932 NA19735 6 16.434 1 PEL AMR 1 MXL AMR
HG01933 HG02272 6 17.201 2 PEL AMR 2 PEL AMR
HG01935 HG02286 9 27.969 1 PEL AMR 2 PEL AMR
HG01936 HG01983 158 553.539 2 PEL AMR 2 PEL AMR
HG01938 HG02105 8 22.87 1 PEL AMR 2 PEL AMR
HG01939 HG02301 10 38.123 2 PEL AMR 2 PEL AMR
HG01941 HG01950 10 30.83 1 PEL AMR 1 PEL AMR
HG01942 HG02147 9 25.353 2 PEL AMR 2 PEL AMR
HG01944 HG01951 6 18.115 1 PEL AMR 2 PEL AMR
HG01945 HG01977 7 22.247 2 PEL AMR 1 PEL AMR
HG01947 HG01565 8 31.177 1 PEL AMR 1 PEL AMR
HG01948 HG02271 6 17.539 2 PEL AMR 1 PEL AMR
HG01950 HG01941 10 30.83 1 PEL AMR 1 PEL AMR
HG01951 NA19651 10 28.316 2 PEL AMR 2 MXL AMR
HG01953 NA19735 9 22.404 1 PEL AMR 1 MXL AMR
HG01954 HG01102 9 24.088 2 PEL AMR 2 PUR AMR
HG01956 HG00146 4 11.257 2 ACB AFR 2 GBR EUR
HG01958 HG02317 11 32.774 2 ACB AFR 1 ACB AFR
HG01961 HG02271 6 17.775 1 PEL AMR 1 PEL AMR
HG01965 HG01679 7 16.068 2 PEL AMR 2 IBS EUR
HG01967 HG02302 8 26.33 1 PEL AMR 1 PEL AMR
HG01968 NA19735 9 23.348 2 PEL AMR 1 MXL AMR
HG01970 HG02272 6 21.634 1 PEL AMR 2 PEL AMR
HG01971 HG01679 4 11.077 2 PEL AMR 2 IBS EUR
HG01973 HG01942 8 22.302 2 PEL AMR 2 PEL AMR
HG01974 HG02272 6 17.614 1 PEL AMR 2 PEL AMR
HG01976 HG02272 7 20.969 2 PEL AMR 2 PEL AMR
HG01977 HG01945 7 22.247 1 PEL AMR 2 PEL AMR
HG01979 NA19735 7 20.583 1 PEL AMR 1 MXL AMR
HG01980 HG02105 5 18.104 2 PEL AMR 2 PEL AMR
HG01982 HG02146 7 24.492 1 PEL AMR 1 PEL AMR
HG01983 HG01936 158 553.539 2 PEL AMR 2 PEL AMR
HG01985 HG01882 5 13.098 2 ACB AFR 1 ACB AFR
HG01986 HG02318 6 16.207 1 ACB AFR 2 ACB AFR
HG01988 HG01771 4 10.131 1 ACB AFR 1 IBS EUR
HG01989 HG02317 10 31.183 2 ACB AFR 1 ACB AFR
HG01990 HG01342 4 10.959 1 ACB AFR 2 CLM AMR
HG01991 HG01395 6 15.323 1 PEL AMR 1 PUR AMR
HG01992 HG01951 8 25.16 2 PEL AMR 2 PEL AMR
HG01997 HG01936 9 20.465 2 PEL AMR 2 PEL AMR
HG02002 HG02260 10 29.108 1 PEL AMR 2 PEL AMR
HG02003 HG02271 9 25.226 2 PEL AMR 1 PEL AMR
HG02006 NA18620 4 12.11 2 PEL AMR 1 CHB EAS
HG02008 HG01947 9 23.413 1 PEL AMR 1 PEL AMR
HG02009 HG02322 4 11.578 1 ACB AFR 2 ACB AFR
HG02010 HG02461 2 5.345 2 ACB AFR 1 GWD AFR
HG02012 HG02419 4 11.33 2 ACB AFR 2 ACB AFR
HG02013 HG02339 3 10.059 1 ACB AFR 2 ACB AFR
HG02014 HG02332 5 11.28 1 ACB AFR 1 ACB AFR
HG02016 NA11893 6 15.947 2 KHV EAS 1 CEU EUR
HG02017 HG02047 6 15.414 1 KHV EAS 1 KHV EAS
HG02019 HG02364 8 20.976 2 KHV EAS 1 CDX EAS
HG02020 HG01851 7 24.909 1 KHV EAS 2 KHV EAS
HG02023 HG01531 6 17.788 1 KHV EAS 2 IBS EUR
HG02025 NA19070 8 24.214 2 KHV EAS 1 JPT EAS
HG02026 NA12749 10 28.396 1 KHV EAS 2 CEU EUR
HG02028 HG01951 5 15.354 2 KHV EAS 2 PEL AMR
HG02029 HG03977 4 12.88 1 KHV EAS 2 ITU SAS
HG02031 HG02137 6 15.736 2 KHV EAS 1 KHV EAS
HG02032 HG01852 5 15.784 1 KHV EAS 1 KHV EAS
HG02035 HG01842 6 15.509 1 KHV EAS 1 KHV EAS
HG02040 NA20862 5 13.315 1 KHV EAS 2 GIH SAS
HG02047 HG02017 6 15.414 1 KHV EAS 1 KHV EAS
HG02048 HG01801 6 17.47 2 KHV EAS 2 CDX EAS
HG02049 HG03643 10 27.727 2 KHV EAS 2 STU SAS
HG02050 HG02524 5 14.727 1 KHV EAS 1 KHV EAS
HG02051 HG02255 8 22.841 1 ACB AFR 1 ACB AFR
HG02052 NA18508 4 16.855 2 ACB AFR 2 YRI AFR
HG02053 HG02508 5 14.806 1 ACB AFR 2 ACB AFR
HG02054 HG01890 13 37.783 2 ACB AFR 1 ACB AFR
HG02057 HG00879 6 15.953 2 KHV EAS 2 CDX EAS
HG02058 HG02394 5 16.912 1 KHV EAS 1 CDX EAS
HG02060 HG02061 29 108.091 2 KHV EAS 1 KHV EAS
HG02061 HG02060 29 108.091 1 KHV EAS 2 KHV EAS
HG02064 HG00419 8 18.453 1 KHV EAS 2 CHS EAS
HG02067 NA19779 6 17.447 1 KHV EAS 2 MXL AMR
HG02069 HG04191 6 16.632 2 KHV EAS 1 BEB SAS
HG02070 HG00978 6 17.55 1 KHV EAS 2 CDX EAS
HG02072 HG00879 8 24.087 2 KHV EAS 2 CDX EAS
HG02073 NA11829 6 15.902 1 KHV EAS 1 CEU EUR
HG02075 HG02130 10 29.923 2 KHV EAS 2 KHV EAS
HG02076 HG02084 6 20.455 1 KHV EAS 2 KHV EAS
HG02078 HG02019 7 18.863 2 KHV EAS 2 KHV EAS
HG02079 NA18616 6 17.637 1 KHV EAS 2 CHB EAS
HG02081 HG03914 6 17.603 2 KHV EAS 1 BEB SAS
HG02082 HG00879 5 15.048 1 KHV EAS 2 CDX EAS
HG02084 HG02139 7 22.39 2 KHV EAS 2 KHV EAS
HG02085 HG01868 6 13.566 1 KHV EAS 2 KHV EAS
HG02086 HG02364 10 25.847 2 KHV EAS 1 CDX EAS
HG02087 HG01924 7 16.698 2 KHV EAS 2 PEL AMR
HG02088 NA18570 3 7.757 1 KHV EAS 2 CHB EAS
HG02089 HG02292 6 17.429 2 PEL AMR 2 PEL AMR
HG02090 NA19676 10 25.194 1 PEL AMR 1 MXL AMR
HG02095 HG02322 4 12.061 2 ACB AFR 2 ACB AFR
HG02102 NA19785 5 14.731 2 PEL AMR 2 MXL AMR
HG02104 NA19660 10 27.752 1 PEL AMR 2 MXL AMR
HG02105 NA19055 9 26.871 2 PEL AMR 1 JPT EAS
HG02107 HG02314 3 11.881 1 ACB AFR 1 ACB AFR
HG02108 HG00115 6 15.082 2 ACB AFR 1 GBR EUR
HG02111 HG02315 5 15.043 2 ACB AFR 2 ACB AFR
HG02113 HG02084 6 17.39 2 KHV EAS 2 KHV EAS
HG02116 NA18982 7 17.201 1 KHV EAS 1 JPT EAS
HG02121 HG00879 6 16.732 2 KHV EAS 2 CDX EAS
HG02122 HG01813 6 19.503 1 KHV EAS 2 CDX EAS
HG02127 HG02026 7 22.445 2 KHV EAS 1 KHV EAS
HG02128 HG01951 7 18.466 1 KHV EAS 2 PEL AMR
HG02130 HG02075 10 29.923 2 KHV EAS 2 KHV EAS
HG02131 NA11893 8 21.893 1 KHV EAS 1 CEU EUR
HG02133 HG02049 9 25.642 2 KHV EAS 2 KHV EAS
HG02134 HG01432 7 17.765 1 KHV EAS 2 CLM AMR
