#ID nb_sup2 sum_sup2 mean_sup2 nb_sup8 sum_sup8 mean_sup8 nb_sup20 sum_sup20 mean_sup20 Sex State Region
LD2661 14 58.188 4.15629 2 22.251 11.1255 0 0 0 Female Kerala South
LD0484 2 4.895 2.4475 0 0 0 0 0 0 Female Kerala South
LD1110 0 0 0 0 0 0 0 0 0 Male Rajasthan North
LD2104 4 9.417 2.35425 0 0 0 0 0 0 Male Kerala South
LD2244 2 7.232 3.616 0 0 0 0 0 0 Male Kerala South
LD0388 1 2.003 2.003 0 0 0 0 0 0 Male Haryana North
LD1479 1 3.428 3.428 0 0 0 0 0 0 Female Kerala South
LD0392 2 5.778 2.889 0 0 0 0 0 0 Male Haryana North
LD0726 1 2.498 2.498 0 0 0 0 0 0 Female Rajasthan North
LD0576 3 10.749 3.583 0 0 0 0 0 0 Female Rajasthan North
LD1029 1 3.209 3.209 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2662 4 11.745 2.93625 0 0 0 0 0 0 Female Rajasthan North
LD1013 1 3.549 3.549 0 0 0 0 0 0 Male Haryana North
LD0910 29 145.248 5.00855 4 42.347 10.5868 0 0 0 Male Tamil_Nadu South
LD0650 2 5.425 2.7125 0 0 0 0 0 0 Female Rajasthan North
LD0330 3 8.508 2.836 0 0 0 0 0 0 Male Haryana North
LD2569 4 11.322 2.8305 0 0 0 0 0 0 Female Kerala South
LD0646 4 10.524 2.631 0 0 0 0 0 0 Female Kerala South
LD2021 3 7.764 2.588 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD0682 8 32.027 4.00338 1 12.689 12.689 0 0 0 Female Kerala South
LD2188 52 389.723 7.49467 14 224.934 16.0667 2 63.533 31.7665 Male Karnataka South
LD1729 1 2.035 2.035 0 0 0 0 0 0 Male Haryana North
LD0734 1 3.55 3.55 0 0 0 0 0 0 Female Tamil_Nadu South
LD0860 2 6.567 3.2835 0 0 0 0 0 0 Female Rajasthan North
LD0163 24 135.376 5.64067 5 52.581 10.5162 0 0 0 Female Kerala South
LD1589 27 185.452 6.86859 9 108.474 12.0527 1 25.38 25.38 Female Kerala South
LD1535 2 6.487 3.2435 0 0 0 0 0 0 Female Haryana North
LD1760 13 53.177 4.09054 1 10.727 10.727 0 0 0 Female Kerala South
LD0241 10 34.117 3.4117 1 9.294 9.294 0 0 0 Male Kerala South
LD1823 3 7.185 2.395 0 0 0 0 0 0 Female Delhi North
LD0106 7 34.688 4.95543 1 8.586 8.586 0 0 0 Female Tamil_Nadu South
LD1235 67 530.687 7.9207 17 308.353 18.1384 7 178.366 25.4809 Male Tamil_Nadu South
LD1059 1 3.238 3.238 0 0 0 0 0 0 Male Haryana North
LD0857 7 27.042 3.86314 0 0 0 0 0 0 Male Tamil_Nadu South
LD1990 9 43.504 4.83378 2 20.182 10.091 0 0 0 Female Rajasthan North
LD0418 7 42.721 6.103 2 20.653 10.3265 0 0 0 Female Kerala South
LD1492 2 6.043 3.0215 0 0 0 0 0 0 Female Kerala South
LD1166 0 0 0 0 0 0 0 0 0 Female Karnataka South
LD0984 5 13.85 2.77 0 0 0 0 0 0 Male Haryana North
LD0904 2 4.515 2.2575 0 0 0 0 0 0 Female Tamil_Nadu South
LD1694 2 5.465 2.7325 0 0 0 0 0 0 Female Kerala South
LD2732 2 4.954 2.477 0 0 0 0 0 0 Female Rajasthan North
LD1516 1 2.119 2.119 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD1718 23 130.382 5.66878 4 46.464 11.616 0 0 0 Female Karnataka South
LD1894 9 27.315 3.035 0 0 0 0 0 0 Female Haryana North
LD1393 1 2.313 2.313 0 0 0 0 0 0 Female Karnataka South
LD2488 2 5.689 2.8445 0 0 0 0 0 0 Female Rajasthan North
LD1616 1 2.615 2.615 0 0 0 0 0 0 Female Kerala South
LD2741 5 14.634 2.9268 0 0 0 0 0 0 Female Karnataka South
LD2346 6 21.5 3.58333 0 0 0 0 0 0 Female Rajasthan North
LD2231 3 7.672 2.55733 0 0 0 0 0 0 Female Karnataka South
LD1703 4 10.049 2.51225 0 0 0 0 0 0 Male Rajasthan North
LD2054 1 2.219 2.219 0 0 0 0 0 0 Male Rajasthan North
LD1788 2 5.997 2.9985 0 0 0 0 0 0 Male Karnataka South
LD0662 58 375.823 6.47971 14 206.218 14.7299 4 85.891 21.4728 Female Kerala South
LD1327 0 0 0 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2332 14 53.533 3.82379 1 8.147 8.147 0 0 0 Female Kerala South
LD1652 0 0 0 0 0 0 0 0 0 Male Karnataka South
LD1459 0 0 0 0 0 0 0 0 0 Male Karnataka South
LD0787 2 4.942 2.471 0 0 0 0 0 0 Female Haryana North
LD1068 2 4.646 2.323 0 0 0 0 0 0 Female Haryana North
LD1963 2 5.273 2.6365 0 0 0 0 0 0 Female Haryana North
LD2198 19 121.33 6.38579 6 79.17 13.195 0 0 0 Male Kerala South
LD1563 2 5.548 2.774 0 0 0 0 0 0 Female Tamil_Nadu South
LD0513 3 8.28 2.76 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD0989 3 8.821 2.94033 0 0 0 0 0 0 Male Karnataka South
LD0265 10 28.789 2.8789 0 0 0 0 0 0 Female Telangana South
LD0223 4 10.559 2.63975 0 0 0 0 0 0 Male Rajasthan North
LD0653 20 67.942 3.3971 0 0 0 0 0 0 Male Rajasthan North
LD1825 0 0 0 0 0 0 0 0 0 Female Tamil_Nadu South
LD1556 1 2.545 2.545 0 0 0 0 0 0 Female Kerala South
LD0396 39 236.628 6.06738 8 105.048 13.131 1 27.947 27.947 Female Andhra_Pradesh South
LD2583 0 0 0 0 0 0 0 0 0 Male Tamil_Nadu South
LD0546 12 46.289 3.85742 1 9.413 9.413 0 0 0 Male Karnataka South
LD0583 31 243.396 7.85148 12 155.749 12.9791 2 45.045 22.5225 Male Tamil_Nadu South
LD2031 38 193.045 5.08013 5 72.337 14.4674 1 24.897 24.897 Female Karnataka South
LD2584 5 15.271 3.0542 0 0 0 0 0 0 Male Kerala South
LD0696 6 24.793 4.13217 1 8.715 8.715 0 0 0 Female Haryana North
LD0654 1 2.223 2.223 0 0 0 0 0 0 Male Karnataka South
LD2650 4 9.405 2.35125 0 0 0 0 0 0 Male Rajasthan North
LD0895 10 34.99 3.499 0 0 0 0 0 0 Female Kerala South
LD2310 4 11.387 2.84675 0 0 0 0 0 0 Female Kerala South
LD0104 5 12.467 2.4934 0 0 0 0 0 0 Male Kerala South
LD1307 1 7.403 7.403 0 0 0 0 0 0 Male Tamil_Nadu South
LD0848 2 5.219 2.6095 0 0 0 0 0 0 Female West_Bengal East
LD1201 61 309.449 5.07293 8 97.79 12.2237 1 22.52 22.52 Male Delhi North
LD0566 2 4.618 2.309 0 0 0 0 0 0 Female Tamil_Nadu South
LD2647 7 18.634 2.662 0 0 0 0 0 0 Female Rajasthan North
LD0613 0 0 0 0 0 0 0 0 0 Female Kerala South
LD0491 125 1002.89 8.02315 44 665.323 15.121 8 211.976 26.497 Male Kerala South
LD1349 1 2.439 2.439 0 0 0 0 0 0 Female Karnataka South
LD0874 10 48.914 4.8914 2 21.685 10.8425 0 0 0 Female Kerala South
LD1465 6 16.635 2.7725 0 0 0 0 0 0 Male Rajasthan North
LD2627 8 45.209 5.65113 2 28.241 14.1205 0 0 0 Female Uttar_Pradesh Central
LD1650 49 335.555 6.84806 16 204.194 12.7621 0 0 0 Female Tamil_Nadu South
LD0902 3 8.934 2.978 0 0 0 0 0 0 Male Kerala South
LD1488 6 18.234 3.039 0 0 0 0 0 0 Female Bihar East
LD2398 1 6.643 6.643 0 0 0 0 0 0 Male Haryana North
LD0199 1 5.43 5.43 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0834 10 37.449 3.7449 0 0 0 0 0 0 Female Kerala South
LD1391 24 116.081 4.83671 2 24.521 12.2605 0 0 0 Male Karnataka South
LD0911 0 0 0 0 0 0 0 0 0 Female Kerala South
LD2390 1 2.478 2.478 0 0 0 0 0 0 Male Tamil_Nadu South
LD0869 0 0 0 0 0 0 0 0 0 Female Tamil_Nadu South
LD0145 7 18.561 2.65157 0 0 0 0 0 0 Male Haryana North
LD0262 1 2.473 2.473 0 0 0 0 0 0 Female Haryana North
LD0837 2 6.021 3.0105 0 0 0 0 0 0 Female Kerala South
LD0940 1 2.675 2.675 0 0 0 0 0 0 Male Bihar East
LD0739 1 2.133 2.133 0 0 0 0 0 0 Male Rajasthan North
LD0437 53 256.778 4.84487 8 88.321 11.0401 0 0 0 Male Tamil_Nadu South
LD2743 0 0 0 0 0 0 0 0 0 Male Tamil_Nadu South
LD0186 2 6.317 3.1585 0 0 0 0 0 0 Female Tamil_Nadu South
LD2333 3 9.031 3.01033 0 0 0 0 0 0 Female Kerala South
LD2545 37 255.987 6.91857 10 135.666 13.5666 2 41.69 20.845 Male Kerala South
LD2587 0 0 0 0 0 0 0 0 0 Female Haryana North
LD0036 22 87.529 3.97859 1 8.161 8.161 0 0 0 Female Delhi North
LD1893 5 15.431 3.0862 0 0 0 0 0 0 Female Kerala South
LD0708 2 5.539 2.7695 0 0 0 0 0 0 Male Rajasthan North
LD0742 10 29.913 2.9913 0 0 0 0 0 0 Male Kerala South
LD1645 5 24.412 4.8824 1 12.382 12.382 0 0 0 Female Punjab North
LD2529 0 0 0 0 0 0 0 0 0 Female Haryana North
LD2049 7 20.97 2.99571 0 0 0 0 0 0 Female Rajasthan North
LD0514 4 12.545 3.13625 0 0 0 0 0 0 Female Karnataka South
LD1714 32 150.127 4.69147 3 35.143 11.7143 0 0 0 Male Rajasthan North
LD1165 4 9.22 2.305 0 0 0 0 0 0 Male Kerala South
LD2311 1 2.637 2.637 0 0 0 0 0 0 Female Haryana North
LD2428 1 2.945 2.945 0 0 0 0 0 0 Female Kerala South
LD1829 0 0 0 0 0 0 0 0 0 Female Kerala South
LD0082 7 22.585 3.22643 0 0 0 0 0 0 Female Kerala South
LD1469 3 13.946 4.64867 0 0 0 0 0 0 Female Tamil_Nadu South
LD0102 15 90.337 6.02247 2 31.595 15.7975 0 0 0 Male Kerala South
LD0447 15 75.155 5.01033 3 32.786 10.9287 0 0 0 Female Uttar_Pradesh Central
LD0335 6 17.493 2.9155 0 0 0 0 0 0 Female Kerala South
LD1408 1 2.169 2.169 0 0 0 0 0 0 Female Kerala South
LD2117 3 7.5 2.5 0 0 0 0 0 0 Male Missing Other
LD1326 2 5.441 2.7205 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0822 10 47.208 4.7208 2 17.92 8.96 0 0 0 Male Kerala South
LD0203 5 17.378 3.4756 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0950 20 126.403 6.32015 5 63.006 12.6012 0 0 0 Female Tamil_Nadu South
LD2530 2 6.505 3.2525 0 0 0 0 0 0 Female Karnataka South
LD0993 2 8.306 4.153 0 0 0 0 0 0 Male Rajasthan North
LD0916 0 0 0 0 0 0 0 0 0 Male Kerala South
LD2264 10 37.472 3.7472 0 0 0 0 0 0 Male Rajasthan North
LD1671 1 2.453 2.453 0 0 0 0 0 0 Female Tamil_Nadu South
LD2596 3 6.396 2.132 0 0 0 0 0 0 Female Haryana North
LD0366 2 6.367 3.1835 0 0 0 0 0 0 Male Tamil_Nadu South
LD1321 1 3.416 3.416 0 0 0 0 0 0 Female Kerala South
LD2736 0 0 0 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD0328 2 4.608 2.304 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2612 2 5.82 2.91 0 0 0 0 0 0 Male Haryana North
LD0651 3 8.201 2.73367 0 0 0 0 0 0 Female Kerala South
LD1421 2 4.206 2.103 0 0 0 0 0 0 Female Rajasthan North
LD1470 3 9.668 3.22267 0 0 0 0 0 0 Female Kerala South
LD1568 5 15.104 3.0208 0 0 0 0 0 0 Female Rajasthan North
LD1021 2 4.71 2.355 0 0 0 0 0 0 Male Rajasthan North
LD2728 7 31.015 4.43071 1 9.577 9.577 0 0 0 Female Rajasthan North
LD1644 2 4.981 2.4905 0 0 0 0 0 0 Female Kerala South
LD0430 2 5.655 2.8275 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0574 32 196.02 6.12562 9 93.886 10.4318 0 0 0 Male Tamil_Nadu South
LD1330 8 48.046 6.00575 1 21.864 21.864 1 21.864 21.864 Female Kerala South
LD1914 2 5.121 2.5605 0 0 0 0 0 0 Female Haryana North
LD1517 3 12.905 4.30167 1 8.212 8.212 0 0 0 Male Haryana North
LD1477 2 4.878 2.439 0 0 0 0 0 0 Female Delhi North
LD1101 3 7.125 2.375 0 0 0 0 0 0 Male Delhi North
LD0529 5 15.388 3.0776 0 0 0 0 0 0 Female Missing Other
LD2695 1 2.799 2.799 0 0 0 0 0 0 Male Karnataka South
LD2748 24 186.815 7.78396 7 115.227 16.461 2 49.974 24.987 Female Haryana North
LD0957 1 3.555 3.555 0 0 0 0 0 0 Female Haryana North
LD2664 4 13.464 3.366 0 0 0 0 0 0 Male Kerala South
LD0814 6 14.832 2.472 0 0 0 0 0 0 Female Haryana North
LD1849 1 2.177 2.177 0 0 0 0 0 0 Female Tamil_Nadu South
LD2236 2 6.466 3.233 0 0 0 0 0 0 Female Kerala South
LD1746 25 154.599 6.18396 4 68.076 17.019 2 49.717 24.8585 Male Tamil_Nadu South
LD0016 7 52.49 7.49857 3 38.045 12.6817 0 0 0 Male Kerala South
LD1572 1 2.543 2.543 0 0 0 0 0 0 Male Kerala South
LD1953 8 23.17 2.89625 0 0 0 0 0 0 Male Karnataka South
LD2433 15 89.307 5.9538 3 28.697 9.56567 0 0 0 Male Kerala South
LD0402 1 2.573 2.573 0 0 0 0 0 0 Male Delhi North
LD2219 7 26.379 3.76843 0 0 0 0 0 0 Male Delhi North
LD1949 3 8.545 2.84833 0 0 0 0 0 0 Male Tamil_Nadu South
LD0793 2 7.633 3.8165 0 0 0 0 0 0 Female Haryana North
LD2337 4 15.165 3.79125 0 0 0 0 0 0 Female Kerala South
LD2138 4 11.86 2.965 0 0 0 0 0 0 Male Tamil_Nadu South
LD2208 4 11.543 2.88575 0 0 0 0 0 0 Male Missing Other
LD0061 3 6.93 2.31 0 0 0 0 0 0 Female Haryana North
LD1279 55 255.455 4.64464 5 58.169 11.6338 0 0 0 Male Kerala South
LD0458 3 16.834 5.61133 0 0 0 0 0 0 Female Kerala South
LD0174 13 40.155 3.08885 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD0535 5 14.782 2.9564 0 0 0 0 0 0 Female Rajasthan North
LD0671 2 5.834 2.917 0 0 0 0 0 0 Female Haryana North
LD0323 3 8.58 2.86 0 0 0 0 0 0 Male Rajasthan North
LD1962 17 96.285 5.66382 2 30.198 15.099 0 0 0 Female Uttar_Pradesh Central
LD1510 1 3.551 3.551 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2125 6 25.116 4.186 0 0 0 0 0 0 Male Kerala South
LD0322 0 0 0 0 0 0 0 0 0 Male Karnataka South
LD1147 6 21.077 3.51283 0 0 0 0 0 0 Female Kerala South
LD1320 1 4.73 4.73 0 0 0 0 0 0 Female Haryana North
LD0582 1 4.34 4.34 0 0 0 0 0 0 Male Karnataka South
LD1266 4 13.009 3.25225 0 0 0 0 0 0 Female Karnataka South
LD0584 7 59.569 8.50986 3 43.735 14.5783 1 24.195 24.195 Male Tamil_Nadu South
LD1621 5 12.67 2.534 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2477 4 16.017 4.00425 0 0 0 0 0 0 Female Kerala South
LD0803 15 100.947 6.7298 3 48.955 16.3183 1 20.698 20.698 Male Tamil_Nadu South
LD1815 4 13.828 3.457 0 0 0 0 0 0 Male Kerala South
LD0367 2 5.807 2.9035 0 0 0 0 0 0 Male Delhi North
LD1631 2 5.264 2.632 0 0 0 0 0 0 Male Kerala South
LD0350 4 10.407 2.60175 0 0 0 0 0 0 Male Kerala South
LD1692 0 0 0 0 0 0 0 0 0 Male Haryana North
LD0300 22 77.975 3.54432 0 0 0 0 0 0 Male Kerala South
LD2051 7 31.078 4.43971 0 0 0 0 0 0 Female Tamil_Nadu South
LD0075 3 9.269 3.08967 0 0 0 0 0 0 Female Karnataka South
LD1969 2 9.87 4.935 0 0 0 0 0 0 Female Tamil_Nadu South
LD2589 7 24.379 3.48271 0 0 0 0 0 0 Male Rajasthan North
LD0689 3 8.299 2.76633 0 0 0 0 0 0 Female Haryana North
LD0691 0 0 0 0 0 0 0 0 0 Male Haryana North
LD2441 0 0 0 0 0 0 0 0 0 Male Haryana North
LD0274 4 10.627 2.65675 0 0 0 0 0 0 Male Rajasthan North
LD1359 6 19.128 3.188 0 0 0 0 0 0 Male Kerala South
LD0215 1 4.568 4.568 0 0 0 0 0 0 Male Delhi North
LD2623 20 94.731 4.73655 3 33.173 11.0577 0 0 0 Male Tamil_Nadu South
LD1824 0 0 0 0 0 0 0 0 0 Female Tamil_Nadu South
LD1851 12 38.639 3.21992 0 0 0 0 0 0 Female Kerala South
LD0820 2 9.267 4.6335 0 0 0 0 0 0 Male Rajasthan North
LD1430 2 5.244 2.622 0 0 0 0 0 0 Female Rajasthan North
LD0808 1 2.476 2.476 0 0 0 0 0 0 Male Karnataka South
LD2427 0 0 0 0 0 0 0 0 0 Female Kerala South
LD0160 6 20.351 3.39183 0 0 0 0 0 0 Male Kerala South
LD1138 3 8.127 2.709 0 0 0 0 0 0 Female Haryana North
LD1048 21 120.129 5.72043 3 49.297 16.4323 1 23.977 23.977 Male Tamil_Nadu South
LD0094 3 8.998 2.99933 0 0 0 0 0 0 Female Kerala South
LD0001 10 32.765 3.2765 0 0 0 0 0 0 Female Tamil_Nadu South
LD2057 5 13.522 2.7044 0 0 0 0 0 0 Female Kerala South
LD0030 26 108.712 4.18123 2 23.912 11.956 0 0 0 Male Tamil_Nadu South
LD0864 1 2.038 2.038 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD1677 4 12.035 3.00875 0 0 0 0 0 0 Male Tamil_Nadu South
LD2700 1 2.493 2.493 0 0 0 0 0 0 Male Missing Other
LD0559 20 139.316 6.9658 8 90.116 11.2645 0 0 0 Male Karnataka South
LD1820 7 23.537 3.36243 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD0783 5 15.921 3.1842 0 0 0 0 0 0 Male Tamil_Nadu South
LD0890 1 2.095 2.095 0 0 0 0 0 0 Male Kerala South
LD1350 3 8.473 2.82433 0 0 0 0 0 0 Female Haryana North
LD1058 3 13.615 4.53833 1 8.194 8.194 0 0 0 Male Delhi North
LD2492 7 19.528 2.78971 0 0 0 0 0 0 Female Kerala South
LD0948 5 19.84 3.968 1 8.624 8.624 0 0 0 Female Rajasthan North
LD0310 1 2.491 2.491 0 0 0 0 0 0 Male Karnataka South
LD1366 7 25.059 3.57986 1 8.251 8.251 0 0 0 Female Delhi North
LD0422 1 8.355 8.355 1 8.355 8.355 0 0 0 Male Kerala South
LD0844 7 19.779 2.82557 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD2710 37 203.221 5.49246 7 81.836 11.6909 0 0 0 Male Tamil_Nadu South
LD1691 4 11.847 2.96175 0 0 0 0 0 0 Male Kerala South
LD1020 0 0 0 0 0 0 0 0 0 Female Rajasthan North
LD0933 1 2.521 2.521 0 0 0 0 0 0 Female Karnataka South
LD0907 3 11.016 3.672 0 0 0 0 0 0 Male Kerala South
LD0040 3 7.739 2.57967 0 0 0 0 0 0 Female Tamil_Nadu South
LD2309 1 3.779 3.779 0 0 0 0 0 0 Male Haryana North
LD0740 1 2.537 2.537 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD1861 1 2.225 2.225 0 0 0 0 0 0 Female Karnataka South
LD1436 6 42.863 7.14383 2 23.089 11.5445 0 0 0 Male Karnataka South
LD2328 2 8.389 4.1945 0 0 0 0 0 0 Male Kerala South
LD1078 28 80.674 2.88121 0 0 0 0 0 0 Female Kerala South
LD2172 1 2.669 2.669 0 0 0 0 0 0 Female Rajasthan North
LD1522 2 4.473 2.2365 0 0 0 0 0 0 Male Haryana North
LD2598 5 13.732 2.7464 0 0 0 0 0 0 Male Haryana North
LD0608 1 2.736 2.736 0 0 0 0 0 0 Female Haryana North
LD2248 3 8.063 2.68767 0 0 0 0 0 0 Male Kerala South
LD0635 0 0 0 0 0 0 0 0 0 Female Haryana North
LD2597 14 57.346 4.09614 1 9.049 9.049 0 0 0 Male Andhra_Pradesh South
LD1970 27 144.888 5.36622 4 48.504 12.126 0 0 0 Female Karnataka South
LD1467 3 17.76 5.92 1 10.668 10.668 0 0 0 Female Uttarakhand Central
LD0138 2 9.11 4.555 0 0 0 0 0 0 Female Rajasthan North
LD1864 4 12.598 3.1495 0 0 0 0 0 0 Female Rajasthan North
LD1294 2 4.752 2.376 0 0 0 0 0 0 Male Rajasthan North
LD1555 3 11.358 3.786 0 0 0 0 0 0 Male Karnataka South
LD1285 1 2.03 2.03 0 0 0 0 0 0 Female Haryana North
LD1030 2 5.108 2.554 0 0 0 0 0 0 Male Tamil_Nadu South
LD2370 48 283.419 5.90456 10 140.082 14.0082 1 26.405 26.405 Male Tamil_Nadu South
LD0414 1 2.924 2.924 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD1034 2 7.442 3.721 0 0 0 0 0 0 Male Tamil_Nadu South
LD0588 1 2.945 2.945 0 0 0 0 0 0 Female Kerala South
LD1178 79 453.802 5.74433 15 196.808 13.1205 1 20.385 20.385 Female Tamil_Nadu South
LD0469 13 49.681 3.82162 0 0 0 0 0 0 Male Karnataka South
LD2449 3 13.334 4.44467 0 0 0 0 0 0 Female Tamil_Nadu South
LD2651 3 9.444 3.148 0 0 0 0 0 0 Female Haryana North
LD1787 12 65.989 5.49908 2 22.421 11.2105 0 0 0 Male Karnataka South
LD0359 11 55.478 5.04345 1 16.562 16.562 0 0 0 Female Uttar_Pradesh Central
LD0913 3 9.262 3.08733 0 0 0 0 0 0 Female Tamil_Nadu South
LD1114 8 21.263 2.65788 0 0 0 0 0 0 Female Karnataka South
LD0611 6 20.316 3.386 0 0 0 0 0 0 Male Uttarakhand Central
LD0059 6 17.495 2.91583 0 0 0 0 0 0 Male Kerala South
LD1805 3 9.182 3.06067 0 0 0 0 0 0 Male Haryana North
LD1502 1 2.143 2.143 0 0 0 0 0 0 Female Rajasthan North
LD2677 5 16.104 3.2208 0 0 0 0 0 0 Female Karnataka South
LD0166 1 2.494 2.494 0 0 0 0 0 0 Male Haryana North
LD2591 1 3.349 3.349 0 0 0 0 0 0 Female Rajasthan North
LD1583 2 7.262 3.631 0 0 0 0 0 0 Male Tamil_Nadu South
LD2397 3 9.603 3.201 0 0 0 0 0 0 Female Rajasthan North
LD0703 11 28.948 2.63164 0 0 0 0 0 0 Female Rajasthan North
LD1798 9 32.15 3.57222 1 8.617 8.617 0 0 0 Female Kerala South
LD1518 2 5.026 2.513 0 0 0 0 0 0 Male Bihar East
LD0701 0 0 0 0 0 0 0 0 0 Female Tamil_Nadu South
LD1333 8 27.695 3.46188 0 0 0 0 0 0 Male Rajasthan North
LD2020 9 29.606 3.28956 0 0 0 0 0 0 Female Tamil_Nadu South
LD1744 14 74.176 5.29829 2 23.002 11.501 0 0 0 Male Kerala South
LD0505 8 40.89 5.11125 2 17.739 8.8695 0 0 0 Female Rajasthan North
LD0492 4 19.448 4.862 0 0 0 0 0 0 Female Missing Other
LD2626 8 25.292 3.1615 0 0 0 0 0 0 Male Kerala South
LD1222 3 10.075 3.35833 0 0 0 0 0 0 Male Rajasthan North
LD2575 15 86.226 5.7484 3 32.386 10.7953 0 0 0 Female Uttar_Pradesh Central
LD0343 3 8.895 2.965 0 0 0 0 0 0 Male Haryana North
LD1316 12 49.214 4.10117 0 0 0 0 0 0 Male Tamil_Nadu South
LD0762 6 22.607 3.76783 0 0 0 0 0 0 Female Tamil_Nadu South
LD0194 4 9.869 2.46725 0 0 0 0 0 0 Female Rajasthan North
LD1292 0 0 0 0 0 0 0 0 0 Male Haryana North
LD1802 10 31.46 3.146 0 0 0 0 0 0 Female Karnataka South
LD1193 2 5.391 2.6955 0 0 0 0 0 0 Female Haryana North
LD0445 2 8.345 4.1725 0 0 0 0 0 0 Female Kerala South
LD1212 0 0 0 0 0 0 0 0 0 Female Tamil_Nadu South
LD1239 19 95.939 5.04942 2 22.213 11.1065 0 0 0 Female Kerala South
LD1156 6 18.076 3.01267 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD1105 55 361.964 6.58116 14 201.148 14.3677 3 67.901 22.6337 Female Tamil_Nadu South
LD1486 5 17.808 3.5616 0 0 0 0 0 0 Female Kerala South
LD1753 20 83.996 4.1998 1 11.252 11.252 0 0 0 Female Kerala South
LD0206 3 10.374 3.458 0 0 0 0 0 0 Male Haryana North
LD0371 6 19.534 3.25567 0 0 0 0 0 0 Female Haryana North
LD0515 17 83.263 4.89782 3 32.008 10.6693 0 0 0 Female Karnataka South
LD2381 18 83.842 4.65789 1 22.78 22.78 1 22.78 22.78 Male Tamil_Nadu South
LD1460 2 5.28 2.64 0 0 0 0 0 0 Female Haryana North
LD2395 2 5.49 2.745 0 0 0 0 0 0 Female Delhi North
LD1541 12 48.986 4.08217 0 0 0 0 0 0 Female Karnataka South
LD0879 2 6.224 3.112 0 0 0 0 0 0 Female Karnataka South
LD2039 1 2.269 2.269 0 0 0 0 0 0 Male Missing Other
LD0616 8 37.108 4.6385 1 14.486 14.486 0 0 0 Female Tamil_Nadu South
LD2733 1 2.294 2.294 0 0 0 0 0 0 Female Uttar_Pradesh Central
LD2415 2 5.153 2.5765 0 0 0 0 0 0 Male Haryana North
LD0658 17 95.864 5.63906 2 21.516 10.758 0 0 0 Male Karnataka South
LD1781 9 51.184 5.68711 1 25.207 25.207 1 25.207 25.207 Female Missing Other
LD2519 0 0 0 0 0 0 0 0 0 Male Tamil_Nadu South
LD2251 1 2.543 2.543 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD2010 2 5.805 2.9025 0 0 0 0 0 0 Male Karnataka South
LD0140 7 24.305 3.47214 0 0 0 0 0 0 Male Tamil_Nadu South
LD2364 23 99.965 4.3463 3 31.805 10.6017 0 0 0 Male Kerala South
LD2549 1 2.474 2.474 0 0 0 0 0 0 Male Haryana North
LD0015 3 8.961 2.987 0 0 0 0 0 0 Male Uttar_Pradesh Central
LD2715 2 5.181 2.5905 0 0 0 0 0 0 Male Karnataka South
LD0146 0 0 0 0 0 0 0 0 0 Male Karnataka South
LD0975 12 98.808 8.234 4 63.892 15.973 1 31.427 31.427 Male Karnataka South
LD1347 6 17.874 2.979 0 0 0 0 0 0 Female Rajasthan North
LD2482 2 7.399 3.6995 0 0 0 0 0 0 Male Rajasthan North
LD1769 4 16.33 4.0825 0 0 0 0 0 0 Male Karnataka South
LD1898 0 0 0 0 0 0 0 0 0 Male Haryana North
LD0250 0 0 0 0 0 0 0 0 0 Female Rajasthan North
LD2599 52 333.452 6.41254 15 184.444 12.2963 2 41.077 20.5385 Male Uttar_Pradesh Central
LD1372 20 171.227 8.56135 9 127.351 14.1501 0 0 0 Female Tamil_Nadu South
LD2379 4 15.02 3.755 0 0 0 0 0 0 Female Kerala South
LD1188 2 6.021 3.0105 0 0 0 0 0 0 Female Kerala South
LD1772 8 23.854 2.98175 0 0 0 0 0 0 Male Karnataka South
LD0292 6 32.437 5.40617 1 14.553 14.553 0 0 0 Male Karnataka South
LD1125 4 13.14 3.285 0 0 0 0 0 0 Female Kerala South
LD1903 4 12.579 3.14475 0 0 0 0 0 0 Male Kerala South
LD1019 39 241.983 6.20469 10 120.161 12.0161 0 0 0 Female Tamil_Nadu South
LD1028 5 13.568 2.7136 0 0 0 0 0 0 Female Kerala South
LD0434 1 2.78 2.78 0 0 0 0 0 0 Female Uttar_Pradesh Central
